GRID_ID,lon,lat,population,population_density_km2,Ai_A,Ai_B,Ai_C,level_A,level_B,level_C
DY-98,104.08936912153412,30.663884953639737,1210,11643.236377214498,1.9161852321234771,1.6149001057990051,1.3147008681043129,供给充足,供给充足,基本平衡
DJ-131,104.04340136824688,30.56196906022569,14361,138188.85136104407,2.346934198463992,1.9591006411017042,1.736521052850248,供给充足,供给充足,供给充足
CN-89,103.97320492877536,30.69271265771217,1801,17330.14443705177,2.1221233559686605,1.7772211719021542,1.4754747134552038,供给充足,供给充足,基本平衡
DO-84,104.05763289581525,30.70741825785312,0,0.0,1.597303033116041,1.3375072925835454,0.9936547226034441,供给充足,基本平衡,供给不足
EP-127,104.14338391101244,30.575168357200862,0,0.0,0.5448505576374724,0.4620505014353058,0.41250555619889356,供给不足,严重不足,严重不足
CQ-92,103.98271557163096,30.68184772840893,1067,10267.2158214895,2.6473702395049443,2.2223867753430424,1.8583370810839894,供给充足,供给充足,供给充足
EK-85,104.1265774989704,30.70477464415494,11493,110591.48213343845,0.6670020331924393,0.5561080306091175,0.4479457579168128,供给不足,供给不足,严重不足
DY-124,104.09012960809652,30.58262137642373,7196,69243.57766188878,0.6253890315024755,0.5292015401923017,0.43577230062217687,供给不足,供给不足,严重不足
ES-110,104.15232002461882,30.6268019436989,0,0.0,0.8598547920080946,0.716683298538767,0.5746642502507369,供给不足,供给不足,供给不足
CU-72,103.99591445028554,30.7452421854878,0,0.0,0.5605231009346751,0.46710258411222916,0.335732647915718,供给不足,严重不足,严重不足
EJ-66,104.12289312409962,30.765700722921768,3123,30051.09185614968,1.4234689646362937,1.1863293075696777,0.9731283654170038,基本平衡,基本平衡,供给不足
ES-128,104.15280970638888,30.570541381202737,0,0.0,0.4329082050689614,0.3671018589001342,0.3298366653533051,严重不足,严重不足,严重不足
CQ-110,103.98330450725952,30.62559036246128,0,0.0,1.1878725384081228,0.9940563994611828,0.7609532226334984,基本平衡,供给不足,供给不足
DQ-97,104.06428991060297,30.66683248299044,0,0.0,1.8207435009388182,1.5368880792819655,1.293728232245702,供给充足,供给充足,基本平衡
DN-120,104.05557954614922,30.596441027993865,4133,39769.8247330985,1.3310151670691095,1.1204986461595896,0.9328184520659031,基本平衡,基本平衡,供给不足
CW-111,104.00211555822882,30.62261038522929,794,7640.27119237363,1.4921666015036394,1.2525433685397744,0.9589992874170264,基本平衡,基本平衡,供给不足
DS-60,104.07033616511794,30.782937729674984,0,0.0,0.9199538742352994,0.8083065191830678,0.7653631525957793,供给不足,供给不足,供给不足
DK-117,104.04611615837771,30.604186291813505,0,0.0,1.2871277071483775,1.0936444913669776,0.9150681780201844,基本平衡,基本平衡,供给不足
EG-58,104.11312877706116,30.78813512421077,0,0.0,1.3075613528457084,1.0897642042500912,0.9672639169212016,基本平衡,基本平衡,供给不足
EH-67,104.1166527345512,30.76253270005895,0,0.0,1.3493071464235313,1.1245800624628284,0.9013105830523186,基本平衡,基本平衡,供给不足
EI-75,104.12002868931724,30.735987366094573,899,8650.635953034742,0.39004889961146394,0.32504074967622,0.24691366714030094,严重不足,严重不足,严重不足
DX-91,104.08601726960936,30.68730417774176,0,0.0,1.3856680588766772,1.163308389121595,0.9041507308447448,基本平衡,基本平衡,供给不足
EZ-78,104.17336545507688,30.72852380630909,1212,11662.481396082434,0.5802357564156619,0.48352979701305165,0.398831362967359,供给不足,严重不足,严重不足
CU-89,103.99514502183492,30.6913214390813,0,0.0,2.8263435937305625,2.3667074055084885,1.8949139466200888,供给充足,供给充足,供给充足
EN-127,104.13712723262245,30.57512703280396,0,0.0,0.4663677235519427,0.3953883594041183,0.3563595151806335,严重不足,严重不足,严重不足
EQ-130,104.14621790742628,30.56468227511513,0,0.0,0.20631647502066758,0.1746634720044669,0.15943209284791626,严重不足,严重不足,严重不足
DV-112,104.08037501525236,30.621624477594743,1786,17185.801793236984,1.9128722977475137,1.6054843737792568,1.2942310509749009,供给充足,供给充足,基本平衡
DW-74,104.0823972450652,30.73885240313209,0,0.0,0.6543491119947431,0.545290926662286,0.4070295744199205,供给不足,供给不足,严重不足
EA-92,104.09545670178332,30.682681705952213,0,0.0,1.7753727062893605,1.4891788220451774,1.1319769075375878,供给充足,基本平衡,基本平衡
DP-119,104.06180733656916,30.599611809859567,0,0.0,1.1293818330911334,0.9524751598595373,0.7896510158611957,基本平衡,供给不足,供给不足
DD-125,104.02439245937656,30.58073138035896,0,0.0,3.3857431209592646,2.8397364072504723,2.4611352440132834,供给充足,供给充足,供给充足
EF-85,104.11090069963404,30.70623109580981,4447,42791.29931384372,0.6939982356486204,0.5800168669263879,0.47809453483612624,供给不足,供给不足,严重不足
EH-118,104.1181026140032,30.60313132360138,2668,25672.85080762323,2.143693907431789,1.8018755092813257,1.4058808138485022,供给充足,供给充足,基本平衡
CL-91,103.96700755409616,30.68641223030789,0,0.0,1.9138369069315369,1.6074133683371457,1.3135569942016265,供给充足,供给充足,基本平衡
EN-121,104.13696110978152,30.59388051839625,0,0.0,1.6754506837384002,1.4162740810293526,1.2203803540596638,供给充足,基本平衡,基本平衡
DW-94,104.08298874816144,30.67634289363765,0,0.0,1.89670411026832,1.5980829388821638,1.2934057635902254,供给充足,供给充足,基本平衡
DI-78,104.03865177690756,30.72603307287947,1381,13288.685485140131,1.9124807546177824,1.604910496636906,1.2819474762456744,供给充足,供给充足,基本平衡
DK-128,104.0464527788748,30.56980578156092,0,0.0,2.833669586085605,2.3671542348910286,2.1102390406139335,供给充足,供给充足,供给充足
CS-90,103.98891370629484,30.68814742687928,1402,13490.75593414084,2.608559778522313,2.187949699785002,1.7765135069212912,供给充足,供给充足,供给充足
EQ-111,104.14595248239516,30.62485809947132,0,0.0,1.1612548032694778,0.9688862989643424,0.7595424784623385,基本平衡,供给不足,供给不足
DU-114,104.07731934449828,30.61378852370896,1643,15809.7829486497,1.6893656757078868,1.421019996054171,1.2000187406323295,供给充足,基本平衡,基本平衡
DH-126,104.03699133044624,30.577550452278057,0,0.0,3.0555996761192694,2.5560051326342466,2.271315564951635,供给充足,供给充足,供给充足
EB-115,104.09924058314844,30.612379310700604,0,0.0,2.430457847758042,2.041851865688998,1.6221352512715215,供给充足,供给充足,供给充足
DW-87,104.08278193240636,30.69822129169456,1034,9949.67306413925,0.8414216826291382,0.7054546610986685,0.5543385093845795,供给不足,供给不足,供给不足
DP-91,104.06096215692416,30.68712545828563,0,0.0,1.3811172907455767,1.1638208694523542,0.9090455298143808,基本平衡,基本平衡,供给不足
DV-102,104.0800792963627,30.65287954893908,3204,30830.520126277326,1.7442763347496364,1.4683311159757433,1.1357239902124598,供给充足,基本平衡,基本平衡
DY-119,104.08998360078752,30.5982490676433,1116,10738.72049342244,1.5412619758867412,1.3020905517727683,1.096698562589695,供给充足,基本平衡,基本平衡
DZ-113,104.092923313237,30.618586874941247,1144,11008.14892200936,2.2886936152608137,1.9198245744350297,1.5446546241682766,供给充足,供给充足,供给充足
CC-79,103.93846278858288,30.72214986812789,0,0.0,0.6331994166893088,0.5280795701165586,0.40606046987473843,供给不足,供给不足,严重不足
CR-89,103.98573285082684,30.69281110059344,1921,18484.845898767308,2.3640062202089513,1.9782360563387158,1.6448888403340503,供给充足,供给充足,供给充足
EL-84,104.1296679139921,30.709483950699056,0,0.0,0.5934264152718373,0.49468278597463644,0.3981983950480247,供给不足,严重不足,严重不足
CW-91,104.001473266988,30.6851189303708,765,7361.220591201922,3.4032172673188854,2.8520855307703754,2.2090736415588457,供给充足,供给充足,供给充足
DG-121,104.0337235071245,30.591591977516693,0,0.0,2.821673291613057,2.377251232174793,2.064092202313148,供给充足,供给充足,供给充足
CB-96,103.93586147583233,30.67053263835448,0,0.0,1.0691249536998153,0.9130381199292745,0.775067640300112,基本平衡,供给不足,供给不足
DB-81,104.01679938075588,30.718055255633,0,0.0,1.8869900801724004,1.5821250703500889,1.1994010025992377,供给充足,供给充足,基本平衡
DT-73,104.07339918836534,30.743253622688965,0,0.0,0.5560506124053548,0.46529484690923134,0.3595610021125729,供给不足,严重不足,严重不足
EL-77,104.1294713666,30.731362516122665,3082,29656.57397914692,0.3849515140664751,0.32079292838872925,0.25640466058412287,严重不足,严重不足,严重不足
EW-89,104.16427550651528,30.69251986231124,5458,52519.65631998178,1.0194654226012598,0.8509944813048133,0.6318312010409423,基本平衡,供给不足,供给不足
CZ-118,104.0117111528094,30.6023666252986,0,0.0,2.3855455352805093,2.0119564262515386,1.6258354230548435,供给充足,供给充足,供给充足
DG-78,104.03238556005488,30.725986509293847,1827,17580.321748698516,1.8875019157987127,1.5864956406971111,1.2622432782933957,供给充足,供给充足,基本平衡
FM-81,104.214716353108,30.716472099876068,0,0.0,0.12107077460734031,0.1008923121727836,0.061497620686909456,严重不足,严重不足,严重不足
