GRID_ID,lon,lat,population,population_density_km2,Ai_base,level_base,Ai_hotel_0.6,Ai_hotel_0.7,Ai_hotel_0.8,level_hotel_0.7,Ai_improve
DY-98,104.08936912153412,30.663884953639737,1210,11643.236377214498,1.9161852321234771,供给充足,2.0596699961649247,2.083584123505166,2.107498250845407,供给充足,0.16739889138168906
DJ-131,104.04340136824688,30.56196906022569,14361,138188.85136104407,2.346934198463992,供给充足,2.3549973322435283,2.356341187873451,2.357685043503374,供给充足,0.009406989409459054
CN-89,103.97320492877536,30.69271265771217,1801,17330.14443705177,2.1221233559686605,供给充足,2.1324412450358454,2.1341608932137097,2.1358805413915736,供给充足,0.01203753724504919
DO-84,104.05763289581525,30.70741825785312,0,0.0,1.597303033116041,供给充足,1.6282444775797282,1.6334013849903428,1.6385582924009574,供给充足,0.03609835187430188
EP-127,104.14338391101244,30.575168357200862,0,0.0,0.5448505576374724,供给不足,0.5448505576374724,0.5448505576374724,0.5448505576374724,供给不足,0.0
CQ-92,103.98271557163096,30.68184772840893,1067,10267.2158214895,2.6473702395049443,供给充足,2.6686780014514127,2.6722292951091573,2.675780588766902,供给充足,0.024859055604212976
EK-85,104.1265774989704,30.70477464415494,11493,110591.48213343845,0.6670020331924393,供给不足,0.6670020331924393,0.6670020331924393,0.6670020331924393,供给不足,0.0
DY-124,104.09012960809652,30.58262137642373,7196,69243.57766188878,0.6253890315024755,供给不足,0.6275907457454126,0.6279576981192355,0.6283246504930583,供给不足,0.002568666616760029
ES-110,104.15232002461882,30.6268019436989,0,0.0,0.8598547920080946,供给不足,1.3605113235424735,1.4439540787982033,1.527396834053933,基本平衡,0.5840992867901087
CU-72,103.99591445028554,30.7452421854878,0,0.0,0.5605231009346751,供给不足,0.6108102874417117,0.6191914851928845,0.6275726829440573,供给不足,0.058668384258209416
EJ-66,104.12289312409962,30.765700722921768,3123,30051.09185614968,1.4234689646362937,基本平衡,1.458350378931857,1.4641639479811175,1.4699775170303782,基本平衡,0.0406949833448238
ES-128,104.15280970638888,30.570541381202737,0,0.0,0.4329082050689614,严重不足,0.4329082050689614,0.4329082050689614,0.4329082050689614,严重不足,0.0
CQ-110,103.98330450725952,30.62559036246128,0,0.0,1.1878725384081228,基本平衡,1.2104576947861956,1.2142218875158743,1.217986080245553,基本平衡,0.026349349107751552
